procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0  26044 498344  78984 1771832    0    0     0     0 4111 1892 100  0  0  0  0
 4  0  26044 498344  78984 1771832    0    0     0     0 4130 2007 100  0  0  0  0
 6  0  26044 498344  78992 1771832    0    0     0    40 4139 2066 100  0  0  0  0
 6  0  26044 482616  78992 1771832    0    0     0    20 4257 2662 96  4  0  0  0
 4  0  26044 485224  78992 1771832    0    0     0    16 4162 2441 98  2  0  0  0
 4  0  26044 489820  78992 1771832    0    0     0     0 4068 1842 100  0  0  0  0
 6  0  26044 495368  78992 1771832    0    0     0     0 4094 1963 100  0  0  0  0
 4  0  26044 508824  79000 1771832    0    0     0    32 4101 1930 100  0  0  0  0
 4  0  26044 510992  79000 1771832    0    0     0     0 4129 1994 100  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0  26044 518520  79000 1771832    0    0     0     0 4272 3294 95  5  0  0  0
 5  0  26044 521392  79000 1771832    0    0     0     8 4091 1972 100  0  0  0  0
 4  0  26044 523152  79000 1771832    0    0     0     0 4136 1943 100  0  0  0  0
 5  0  26044 530632  79008 1771832    0    0     0    24 4785 2915 98  1  1  0  0
 4  0  26044 530632  79008 1771844    0    0     0     0 4443 3113 99  1  0  0  0
 6  0  26044 533028  79008 1771844    0    0     0     0 4331 3300 94  6  0  0  0
 4  0  26044 533576  79008 1771844    0    0     0     8 4100 1998 100  0  0  0  0
 4  0  26044 533932  79008 1771844    0    0     0     0 4093 1945 100  0  0  0  0
 4  0  26044 534828  79020 1771844    0    0     0    88 4115 1978 99  1  0  0  0
 4  0  26044 540228  79020 1771844    0    0     0     4 4091 1900 100  0  0  0  0
 4  0  26044 535584  79020 1771844    0    0     0     0 4242 2852 95  6  0  0  0
 4  0  26044 535612  79020 1771844    0    0     0   348 4154 1998 100  1  0  0  0
 4  0  26044 535616  79020 1771844    0    0     0     0 4089 1869 100  0  0  0  0
 4  0  26044 535616  79028 1771844    0    0     0    80 4084 1997 100  0  0  0  0
 4  0  26044 535616  79028 1771844    0    0     0     0 4097 2024 100  0  0  0  0
 7  0  26044 519752  79028 1771848    0    0     0     0 4219 2398 96  4  0  0  0
 4  0  26044 538908  79028 1771848    0    0     0     8 4197 2608 98  2  0  0  0
 4  0  26044 539224  79028 1771848    0    0     0     0 4088 1835 100  0  0  0  0
 4  0  26044 541952  79036 1771848    0    0     0    32 4106 2000 100  0  0  0  0
 4  0  26044 541952  79036 1771848    0    0     0     0 4107 1980 100  0  0  0  0
 6  0  26044 541952  79036 1771848    0    0     0    20 4130 1892 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0  26044 539312  79036 1771848    0    0     0     8 4254 3090 94  6  0  0  0
 4  0  26044 539644  79036 1771852    0    0     4     0 4146 2063 99  1  0  0  0
 4  0  26044 539396  79044 1771852    0    0     0    44 4130 1943 99  1  0  0  0
 4  0  26044 539396  79044 1771852    0    0     0    20 4131 2001 100  0  0  0  0
 4  0  26044 539692  79044 1771852    0    0     0     0 4102 1900 100  0  0  0  0
 4  0  26044 526136  79044 1771852    0    0     0   120 4286 2874 95  6  0  0  0
 4  0  26044 528980  79044 1771856    0    0     0     0 4153 1994 99  1  0  0  0
 4  0  26044 537528  79052 1771856    0    0     0    32 4052 2175 100  0  0  0  0
 4  0  26044 526480  79052 1771988    0    0     0     0 4215 2272 99  1  0  0  0
 4  0  26044 534860  79052 1772076    0    0    88     0 4512 3212 98  2  0  0  0
 4  0  26044 550480  79052 1772080    0    0     0     0 4384 3313 94  6  0  0  0
 4  0  26044 550456  79052 1772080    0    0     0     0 4108 2050 100  0  0  0  0
 4  0  26044 550204  79064 1772080    0    0     0    92 4122 2022 100  0  0  0  0
 4  0  26044 550376  79064 1772080    0    0     0     0 4091 1925 100  0  0  0  0
 4  0  26044 551984  79064 1772080    0    0     0     0 4076 1864 100  0  0  0  0
 9  0  26044 546220  79064 1772080    0    0     0   992 4249 2075 99  1  0  0  0
 4  0  26044 537792  79064 1772080    0    0     0     0 4192 2942 95  5  0  0  0
 4  0  26044 538088  79072 1772080    0    0     0    32 4113 2024 100  0  0  0  0
 4  0  26044 543564  79072 1772080    0    0     0     0 4112 2019 100  0  0  0  0
 4  0  26044 549524  79072 1772080    0    0     0     0 4295 6362 99  1  0  0  0
 5  0  26044 551380  79072 1772076    0    0     0    12 4145 1982 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0  26044 542628  79072 1772080    0    0     0     0 4288 2847 95  5  0  0  0
 4  0  26044 542820  79080 1772080    0    0     0    52 4127 2110 99  1  0  0  0
 6  0  26044 541388  79668 1772520    0    0  1032   156 4358 2776 99  1  0  0  0
 4  0  26044 541240  79704 1772596    0    0     0   692 4336 2152 99  1  0  0  0
 4  0  26044 542108  79704 1772596    0    0     0     0 4111 1899 100  0  0  0  0
 9  0  26044 546844  79704 1772596    0    0     0     0 4468 2989 94  6  0  0  0
 4  0  26044 551184  79704 1772596    0    0     0     0 4997 2771 99  1  0  0  0
 4  0  26044 552936  79704 1772592    0    0     0     0 4149 2014 100  0  0  0  0
 4  0  26044 556304  79712 1772596    0    0     0    44 4075 1919 100  0  0  0  0
 6  0  26044 556304  79712 1772596    0    0     0     0 4103 1818 100  0  0  0  0
 7  0  26044 543056  79712 1772596    0    0     0     0 4229 2466 95  5  0  0  0
 4  0  26044 543736  79712 1772596    0    0     0     0 4186 2428 99  1  0  0  0
 4  0  26044 544228  79712 1772596    0    0     0    20 4152 2025 100  0  0  0  0
 5  0  26044 548160  79728 1772628    0    0    16    72 4379 3054 99  1  0  0  0
 4  0  26044 563268  79728 1772632    0    0     0     0 4341 2604 99  1  0  0  0
 3  0  26044 3604140  79728 1770452    0    0     0    16 4221 3837 88  4  8  0  0
 1  0  26044 3714052  79740 1770472    0    0     0   160 3325 11368  7 11 82  0  0
 0  0  26044 3727568  79740 1770472    0    0     0     0 2313 3937  1  1 98  0  0
 0  0  26044 3737812  79740 1770472    0    0     0     0 1439 2597  0  0 99  0  0
 1  0  26044 3745220  79740 1770472    0    0     0     0 1180 2304  1  0 99  0  0
 0  0  26044 3753660  79740 1770472    0    0     0   544 1171 2267  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0  26044 3769560  79744 1770468    0    0     0    56 2230 3335  4 10 86  0  0
 0  0  26044 3771088  79748 1770472    0    0     0     4 1314 2496  1  0 99  0  0
 2  0  26044 3781952  79748 1770472    0    0     0     0 1296 2435  1  0 99  0  0
 0  0  26044 3784768  79748 1770472    0    0     0     0 1420 2556  1  0 99  0  0
