procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 140908 399368  90244 2266952    0    0     0     0 4198 1883 100  0  0  0  0
 5  0 140908 399368  90252 2266944    0    0     0    44 4123 1850 100  0  0  0  0
 4  0 140908 399368  90260 2266952    0    0     0    40 4086 1842 100  0  0  0  0
 4  0 140908 399368  90260 2266952    0    0     0     0 4104 1889 100  1  0  0  0
 4  0 140908 399368  90260 2266952    0    0     0     0 4097 1849 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 140908 399116  90260 2266952    0    0     0    40 4084 1890 100  0  0  0  0
 5  0 140908 399116  90260 2266952    0    0     0     0 4099 1843 100  0  0  0  0
 4  0 140908 401340  90268 2266944    0    0     0    44 4092 1816 99  1  0  0  0
 4  0 140908 401476  90268 2266952    0    0     0    12 4103 1898 100  0  0  0  0
 4  0 140908 401224  90268 2266952    0    0     0     0 4144 1942 100  1  0  0  0
 4  0 140908 401224  90268 2266956    0    0     0     0 4128 1847 100  0  0  0  0
 4  0 140908 400720  90268 2266956    0    0     0    32 4095 1739 100  1  0  0  0
 4  0 140908 400720  90268 2266956    0    0     0     0 4132 1913 100  0  0  0  0
 4  0 140908 385312  90276 2266960    0    0     0    48 4150 2142 99  1  0  0  0
 4  0 140908 386736  90276 2266884    0    0     4     0 4412 3021 98  2  0  0  0
 4  0 140908 389060  90276 2267100    0    0     0     0 4353 2733 99  2  0  0  0
 4  0 140908 389460  90276 2267100    0    0     0     0 4117 1913 100  0  0  0  0
 4  0 140908 397620  90276 2267100    0    0     0  1352 4128 1818 99  1  0  0  0
 5  0 140908 397620  90288 2267088    0    0     0   144 4088 1925 100  0  0  0  0
 4  0 140908 397368  90288 2267104    0    0     0     0 4058 1915 100  0  0  0  0
 4  0 140908 397368  90288 2267104    0    0     0     0 4085 1882 100  0  0  0  0
 4  0 140908 397368  90288 2267104    0    0     0     0 4104 1860 100  0  0  0  0
 9  0 140908 396864  90288 2267792    0    0     0     0 4217 2172 99  1  0  0  0
 4  0 140908 398336  90288 2268192    0    0     0     0 5077 4792 97  2  1  0  0
 4  0 140908 400568  90296 2268192    0    0     0    12 4834 3778 99  1  0  0  0
 4  0 140908 400748  90296 2268192    0    0     0     0 4117 1928 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0 140908 401168  90296 2268192    0    0     0     0 4119 1936 100  0  0  0  0
 4  0 140908 401272  90296 2268192    0    0     0   136 4136 1884 100  0  0  0  0
 4  0 140908 401272  90296 2268192    0    0     0     0 4158 2031 100  0  0  0  0
 4  0 140908 401272  90296 2266848    0    0     0     0 4104 1937 100  0  0  0  0
 4  0 140908 401020  90304 2266848    0    0     0    12 4100 1824 100  0  0  0  0
 4  0 140908 400812  90304 2266848    0    0     0     0 4113 2059 100  0  0  0  0
 4  0 140908 401136  90304 2266848    0    0     0     4 4156 2119 100  1  0  0  0
 4  0 140908 401492  90304 2266848    0    0     0    16 4121 1920 100  0  0  0  0
 4  0 140908 401656  90304 2266848    0    0     0     0 4096 1833 100  0  0  0  0
 4  0 140908 401780  90304 2266848    0    0     0     0 4112 1830 100  0  0  0  0
 4  0 140908 402520  90312 2266848    0    0     0    60 4070 1818 100  0  0  0  0
 4  0 140908 404204  90312 2266844    0    0     0     0 4139 2118 99  1  0  0  0
 4  0 140908 404132  90312 2266848    0    0     0    12 4114 1941 100  1  0  0  0
 4  0 140908 402116  90312 2267020    0    0    64    52 4281 2496 99  1  0  0  0
 4  0 140908 402116  90312 2267048    0    0     0     0 4389 2733 99  1  0  0  0
 0  0 140908 2944724  90312 2264872    0    0     0     0 3344 2474 69  3 28  0  0
 0  0 140908 2977020  90340 2265400    0    0     0   224 1640 3285  2  1 96  1  0
 1  0 140908 2999568  90340 2265400    0    0     0     0 2796 5094  2  1 97  0  0
 0  0 140908 3079640  90340 2266140    0    0     0  1272 4314 13814 15 15 69  0  0
 0  0 140908 3099564  90340 2266428    0    0     0     0 2846 9467  6  2 93  0  0
 0  0 140908 3120400  90340 2266428    0    0     0     0 1065 2280  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 140908 3140268  90344 2266424    0    0     0     0 1096 2267  1  1 99  0  0
 0  0 140908 3158288  90348 2266432    0    0     0   176 1251 2485  0  0 98  1  0
 0  0 140908 3245688  90348 2266432    0    0     0     0 1696 2846  2  5 93  0  0
 0  0 140908 3256948  90348 2264928    0    0     0     0 1214 2341  0  0 100  0  0
