procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0  26112 276836  55916 2021240    0    0     0    60 4353 3525 94  6  0  0  0
 4  0  26112 276640  55916 2021248    0    0     0  4476 4297 3216 99  1  0  0  0
 4  0  26112 276640  55920 2021244    0    0     4     4 4180 2259 100  0  0  0  0
 4  0  98224 664872  55920 2021252    0 72040     0 72040 3681 2274 92  8  0  0  0
 4  0 325328 277156  55920 2021316    0 227264     0 227264 2421 2056 70 30  0  0  0
10  0 564564 287156  55932 2021864    0 239116     0 239220 2637 2311 75 25  0  0  0
 5  0 792384 271276  55932 2022372    0 228304     0 228444 2827 4177 70 30  0  0  0
 4  0  26352 274788  55932 2021332    0 41152     0 41152 3814 2439 84 16  0  0  0
 4  0  26352 258916  55932 2021332    0    0     0     0 4216 2387 99  1  0  0  0
 6  0  26352 264696  55932 2019100    0    0     0     0 4205 2468 99  1  0  0  0
 4  0  26352 269148  55932 2021288    0    0    16     0 4529 3384 98  2  0  0  0
 4  0  26352 264772  55944 2021296    0    0     0   128 4565 4703 93  7  0  0  0
 4  0  26352 268924  55944 2021296    0    0     0     4 4181 2350 100  0  0  0  0
 4  0  26352 270976  55956 2020744    0    0     0   124 4080 2178 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0  26352 273952  55956 2020756    0    0     0     0 4118 2111 100  0  0  0  0
 4  0  26352 276976  55956 2020884    0    0   128     0 4121 2117 99  1  0  0  0
 6  0  26352 287884  55956 2020888    0    0     0     0 4449 4191 94  6  0  0  0
 4  0  26352 288164  55956 2020888    0    0     0     0 4273 3058 99  1  0  0  0
 5  0  26352 288164  55956 2020888    0    0     0     0 4289 2333 100  0  0  0  0
 4  0  26352 293864  55964 2016816    0    0     4    52 4160 2683 99  1  0  0  0
 4  0  26352 293864  55964 2016816    0    0     0    20 4203 2209 100  0  0  0  0
17  0  26352 277988  55964 2016816    0    0     0     0 4297 2706 96  4  0  0  0
 4  0  26352 292312  55964 2016816    0    0     0     0 4422 3925 97  4  0  0  0
 8  0  26352 293644  55964 2016816    0    0     0     0 4196 2209 100  0  0  0  0
 4  0  26352 310896  55972 2016808    0    0     0    48 5012 2621 99  1  0  0  0
 4  0  26352 311488  55972 2016816    0    0     0     0 4144 2121 99  1  0  0  0
 4  0  26352 317688  55972 2016816    0    0     0     0 4181 2157 100  1  0  0  0
 4  0  26352 316800  55972 2016816    0    0     0     0 4507 4356 94  7  0  0  0
 4  0  26352 324108  55972 2016816    0    0     0     4 4208 2137 100  1  0  0  0
 4  0  26352 324108  55972 2016816    0    0     0     0 4175 2208 100  1  0  0  0
 4  0  26352 323856  55980 2016816    0    0     0    60 4168 2092 100  0  0  0  0
 4  0  26352 323856  55980 2016816    0    0     0   256 4199 2177 100  1  0  0  0
 4  0  26352 315628  55980 2016920    0    0   104     0 4598 4411 94  6  0  0  0
 4  0  26352 315840  55980 2016920    0    0     0     0 4312 2493 99  1  0  0  0
 4  0  26352 315872  55980 2016920    0    0     0     0 4154 2158 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0  26352 315760  55992 2016916    0    0     0    92 4441 3502 98  2  0  0  0
 4  0  26352 315904  55992 2016932    0    0     0   136 4351 2564 99  1  0  0  0
 5  0  26352 300244  55992 2016928    0    0     0     0 4333 3319 95  5  0  0  0
 4  0  26352 309748  55992 2016928    0    0     0     0 4363 3424 99  1  0  0  0
 4  0  26352 309724  55992 2016928    0    0     0     0 4161 2315 99  1  0  0  0
 4  0  26352 310640  55992 2016932    0    0     0     0 4145 2044 100  1  0  0  0
 4  0  26352 312968  56004 2016932    0    0     0   100 4174 2237 100  0  0  0  0
 4  0  26352 315364  56004 2016932    0    0     0  1008 4204 2136 99  1  0  0  0
 4  0  26352 310204  56004 2016932    0    0     0     0 4660 4309 94  7  0  0  0
 4  0  26352 311772  56004 2016932    0    0     0     0 4172 2156 99  1  0  0  0
 4  0  26352 312776  56004 2016932    0    0     0     0 4139 2453 100  1  0  0  0
 5  0  26352 314380  56004 2016932    0    0     0     0 4134 2153 100  0  0  0  0
 4  0  26352 315932  56012 2016932    0    0     0    60 4199 2228 100  1  0  0  0
 4  0  26352 303132  56012 2016932    0    0     0     0 4601 4486 94  6  0  0  0
 4  0  26352 304292  56012 2016932    0    0     0     0 4151 2185 100  0  0  0  0
 4  0  26352 305008  56012 2016932    0    0     0    20 4185 2201 100  0  0  0  0
 4  0  26352 307824  56012 2016932    0    0     0     0 4162 2028 100  0  0  0  0
 4  0  26352 316848  56020 2016932    0    0     0   100 4140 2096 99  1  0  0  0
 4  0  26352 313792  56020 2016932    0    0     0     0 4429 3724 94  6  0  0  0
 4  0  26352 314096  56020 2016932    0    0     0     0 4254 2919 100  0  0  0  0
 5  0  26352 314476  56020 2016932    0    0     0     0 4131 2060 100  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0  26352 315908  56020 2016932    0    0     0     0 4190 2146 100  1  0  0  0
 4  0  26352 316868  56028 2016932    0    0     0    32 4158 2227 100  0  0  0  0
 7  0  26352 315844  56028 2016932    0    0     0     0 4248 2404 99  1  0  0  0
 4  0  26352 322568  56028 2016932    0    0     0     0 4408 3828 94  6  0  0  0
 5  0  26352 312628  56028 2016932    0    0     0     0 4210 2445 99  1  0  0  0
 4  0  26352 318348  56028 2016908    0    0     0     0 4452 3313 98  2  0  0  0
 4  0  26352 320568  56040 2017044    0    0     0   108 4365 2940 98  2  0  0  0
 4  0  26352 320012  56040 2017044    0    0     0     0 4146 2459 100  0  0  0  0
 4  0  26352 318068  56040 2017048    0    0     0     0 4644 4440 94  6  0  0  0
 4  0  26352 317720  56040 2017048    0    0     0     0 4199 2210 100  1  0  0  0
 4  0  26352 317496  56040 2017044    0    0     0     0 4224 2238 100  1  0  0  0
 4  0  26352 318224  56052 2017048    0    0     0   452 4167 2181 99  0  0  0  0
 5  0  26352 320864  56052 2017048    0    0     0     0 4154 2063 100  0  0  0  0
 6  0  26352 317572  56052 2017048    0    0     0     0 4439 4071 94  6  0  0  0
 4  0  26352 318528  56052 2017048    0    0     0     0 4245 2643 100  1  0  0  0
 0  0  26352 3103728  56052 2014868    0    0     0     0 4205 4154 87  3 10  0  0
 0  0  26352 3166032  56068 2014888    0    0     4   304 4535 8167 14  3 82  0  0
 0  0  26352 3190756  56068 2014888    0    0     0     0 2326 3942  1  0 98  0  0
 1  0  26352 3261500  56068 2014888    0    0     0     0 2336 3728  3  8 88  0  0
 0  0  26352 3304292  56068 2014968    0    0     0     0 2093 3484  3  2 95  0  0
 0  0  26352 3322280  56076 2014968    0    0     0    84 1440 2636  1  1 98  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  26352 3347644  56076 2014968    0    0     0    20 1543 2779  1  1 99  0  0
 0  0  26352 3394916  56076 2014968    0    0     0     0 1327 2571  1  0 99  0  0
 2  0  26352 3421608  56076 2014972    0    0     4     0 1765 3149  2  4 94  0  0
 0  0  26352 3495024  56076 2014908    0    0     0    20 2179 3879  3  2 95  0  0
