procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0    316 658452  89484 2527840    0    0     0    96 4383 2243 99  1  0  0  0
 4  0    316 658452  89484 2527840    0    0     0     0 4467 2347 99  1  0  0  0
 4  0    316 658452  89484 2527840    0    0     0   232 4842 3081 98  2  0  0  0
 4  0    316 658204  89484 2527840    0    0     0     0 4744 2721 99  1  0  0  0
 5  0    316 658148  89484 2527840    0    0     0     0 4152 2065 100  1  0  0  0
 4  0    316 658824  89484 2527884    0    0     0     0 4129 1879 100  0  0  0  0
 4  0    316 659532  89492 2527884    0    0     0    36 4193 2078 100  0  0  0  0
 4  0    316 660448  89492 2527840    0    0     0     4 4188 2103 100  0  0  0  0
 4  0    316 661728  89492 2527836    0    0     0     0 4313 2115 99  1  0  0  0
 4  0    316 663576  89492 2527840    0    0     0     0 4620 2544 99  1  0  0  0
 5  0    316 663992  89492 2527840    0    0     0     0 4121 1838 100  0  0  0  0
 4  0    316 664800  89492 2527840    0    0     0     0 4096 1704 100  0  0  0  0
 4  0    316 667012  89500 2527840    0    0     0  1124 4137 1960 99  1  0  0  0
 4  0    316 668824  89500 2527840    0    0     0     0 4245 2008 100  0  0  0  0
 4  0    316 668656  89500 2527836    0    0     0     0 4285 2350 100  1  0  0  0
 4  0    316 669684  89500 2527836    0    0     0     0 4147 1890 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0    316 671752  89500 2527840    0    0     0     0 4119 1866 100  1  0  0  0
 4  0    316 672860  89500 2527840    0    0     0     4 4150 1960 100  0  0  0  0
 5  0    316 658476  89508 2527840    0    0     0    48 4320 2344 99  1  0  0  0
 4  0    316 672160  89508 2525604    0    0     0     0 4842 3263 98  2  0  0  0
 4  0    316 664996  89508 2527936    0    0    52     0 5167 4038 96  4  0  0  0
 4  0    316 665560  89508 2528024    0    0     0     0 4802 2983 98  2  0  0  0
 4  0    316 672232  89508 2528024    0    0     0    20 4861 3836 98  2  0  0  0
 5  0    316 669400  89508 2531808    0    0     0     8 4907 3852 98  2  0  0  0
 4  0    316 718348  89520 2533800    0    0     0   108 4738 12997 98  2  0  0  0
 4  0    316 718652  89520 2533856    0    0     0     0 4874 3543 99  1  0  0  0
 5  0    316 725332  89520 2533856    0    0     0     0 5185 4030 98  2  0  0  0
 9  0    316 690568  89520 2534092    0    0     0     0 5524 42812 88 12  0  0  0
 8  0    316 712860  89520 2535848    0    0     0   592 5676 18070 95  5  0  0  0
 4  0    316 700948  89528 2538012    0    0     0   280 5516 9060 97  3  0  0  0
 4  0    316 700976  89528 2538152    0    0     0     0 4645 2646 99  1  0  0  0
 4  0    316 701324  89528 2538152    0    0     0     0 4727 2644 99  1  0  0  0
 5  0    316 700980  89528 2538152    0    0     0     0 4723 2669 99  2  0  0  0
 4  0    316 701340  89528 2538152    0    0     0     0 4734 2670 98  2  0  0  0
 4  0    316 703284  89536 2537276    0    0     0    20 4872 3011 98  2  0  0  0
 4  0    316 705332  89536 2535972    0    0     0     4 4735 2660 98  2  0  0  0
 4  0    316 706372  89536 2535832    0    0     0     0 4664 2596 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0    316 707232  89536 2535832    0    0     0     0 4126 1965 100  0  0  0  0
 4  0    316 707600  89552 2535816    0    0     0   100 4200 1967 100  0  0  0  0
 5  0    316 708640  89552 2535900    0    0     0     0 4270 2100 99  1  0  0  0
 4  0    316 717388  89552 2536932    0    0   184     0 4612 3429 98  2  0  0  0
 4  0    316 718244  89552 2536980    0    0     0     0 4188 2151 99  1  0  0  0
 5  0    316 718424  89552 2536980    0    0     0     0 4348 2375 99  1  0  0  0
 5  0    316 717812  89552 2536984    0    0     0     0 5495 4968 97  3  0  0  0
 4  0    316 721132  89560 2537408    0    0     0    40 5192 5310 97  3  0  0  0
 4  0    316 725172  89560 2537580    0    0    80     0 5016 4588 97  3  0  0  0
 5  0    316 721228  89560 2537712    0    0     4     4 4605 3353 98  2  0  0  0
14  0    316 722044  89560 2540488    0    0     0     0 5404 9596 96  4  0  0  0
10  0    316 694356  89564 2542520    0    0   600  9016 5298 10540 88 12  0  0  0
 8  0    316 689968  89576 2542944    0    0     0   168 5164 4922 93  7  0  0  0
 6  0    316 684044  89576 2542096    0    0     0     0 5156 5587 98  2  0  0  0
 4  0    316 684044  89576 2542080    0    0     0     0 4187 2261 99  0  1  0  0
 4  0    316 688524  89576 2542252    0    0     0     0 4441 2625 99  1  0  0  0
 4  0    316 700420  89576 2534868    0    0     0  1264 5400 6088 92  8  0  0  0
 4  0    316 701644  89584 2534256    0    0     0    84 5065 4732 98  2  0  0  0
 5  0    316 701568  89584 2534400    0    0     0     0 4325 2283 100  1  0  0  0
 4  0    316 702060  89584 2534400    0    0     0     0 4110 1792 100  0  0  0  0
 4  0    316 707124  89584 2534400    0    0     0     0 4118 1866 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0    316 707948  89584 2534400    0    0     0    16 4102 1849 100  0  0  0  0
 4  0    316 713332  89592 2532500    0    0     0    28 4127 2034 100  0  0  0  0
 4  0    316 716608  89592 2532352    0    0     0     0 4081 1852 100  0  0  0  0
 4  0    316 717840  89592 2532304    0    0     0     0 4097 1731 100  0  0  0  0
 4  0    316 719452  89592 2532304    0    0     0     0 4076 1805 100  0  0  0  0
 4  0    316 722136  89592 2532304    0    0     0    24 4106 1878 100  0  0  0  0
 4  0    316 724036  89600 2532296    0    0     0    24 4123 2123 100  1  0  0  0
 4  0    316 725712  89600 2532304    0    0     0     0 4069 1824 100  0  0  0  0
 4  0    316 727208  89600 2532304    0    0     0     0 4113 1844 100  0  0  0  0
 4  0    316 727604  89600 2532304    0    0     0     0 4090 1877 100  0  0  0  0
 4  0    316 727260  89600 2532304    0    0     0   540 4201 2035 100  0  0  0  0
 4  0    316 727008  89608 2532296    0    0     0    48 4161 2095 100  1  0  0  0
 4  0    316 711836  89608 2532304    0    0     0     0 4158 2035 99  1  0  0  0
 4  0    316 791912  89608 2532304    0    0     0     0 5379 15679 95  5  0  0  0
 4  0    316 863308  89608 2532304    0    0     0     0 5081 5427 90 10  0  0  0
 2  0 196660 1784796  89608 2532784    0 196100     0 196100 3741 2979 69 24  7  0  0
 1  0 469620 2123432  89620 2533440    0 273148     0 274576 4397 3776  0 20 79  0  0
 1  0    476 2882340  89620 2530472    0 112776   128 112780 4898 5305 13 10 77  0  0
 0  0    476 2910984  89628 2530472    0    0     0    48 3232 5306  2  1 97  0  0
 0  0    476 2926716  89628 2530440    0    0     0     0 2321 3561  1  1 99  0  0
 0  0    476 2948300  89628 2530440    0    0     0     0 1459 2573  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0    476 3032596  89636 2530964    0    0     0    48 2492 5261  3  1 96  0  0
 0  0    476 3042152  89636 2530964    0    0     0     0 2006 3693  1  0 99  0  0
 0  0    476 3053132  89636 2530964    0    0     0     0 1352 2557  1  1 99  0  0
 0  0    476 3069112  89636 2530964    0    0     0     0 1693 2891  1  1 99  0  0
