procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0    544 469980  89800 2261132    0    0     0     0 4083 2975 87 13  0  0  0
 8  0    544 579064  89800 2261132    0    0     0     0 4080 2897 97  3  0  0  0
 8  0    544 414036  89800 2261132    0    0     0     0 4087 2975 93  7  0  0  0
 8  0    544 414036  89800 2261132    0    0     0     0 4075 3073 100  0  0  0  0
 8  0    544 414036  89808 2261132    0    0     0    52 4101 3027 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  0    544 414288  89808 2261132    0    0     0     8 4103 3001 95  5  0  0  0
 8  0    544 414288  89808 2261116    0    0     0     0 4108 3004 100  0  0  0  0
 8  0    544 414288  89808 2261120    0    0     0     0 4116 3137 100  0  0  0  0
 8  0    544 414288  89808 2261068    0    0     0     8 4158 3148 100  0  0  0  0
 8  0    544 414288  89816 2261064    0    0     0    56 4126 3060 100  0  0  0  0
 8  0    544 414288  89816 2261072    0    0     0    52 4120 2957 100  0  0  0  0
 8  0    544 414288  89816 2261072    0    0     0     0 4122 2970 100  0  0  0  0
 9  0    544 414288  89816 2261072    0    0     0     0 4111 2990 100  0  0  0  0
 8  0    544 415232  89816 2261072    0    0   128     0 4411 3921 98  2  0  0  0
 8  0    544 417152  89828 2261204    0    0     8    92 4343 3760 99  1  0  0  0
 8  0    544 418524  89828 2261244    0    0     0     0 4115 3088 100  0  0  0  0
 8  0    544 420116  89828 2261244    0    0     0  1152 4273 2853 100  0  0  0  0
 8  0    544 420496  89828 2261244    0    0     0     0 4213 5172 100  1  0  0  0
 8  0    544 421660  89840 2261232    0    0     0   124 4218 3445 100  0  0  0  0
 8  0    544 422812  89840 2261244    0    0     0     0 4136 3073 100  1  0  0  0
 8  0    544 423408  89840 2261244    0    0     0     0 4088 2980 100  0  0  0  0
 8  0    544 424564  89840 2261244    0    0     0     0 4107 3010 100  0  0  0  0
 8  0    544 425908  89840 2261244    0    0     0     0 4098 3163 100  0  0  0  0
 8  0    544 427092  89840 2261244    0    0     0     0 4099 2999 100  0  0  0  0
 8  0    544 427200  89848 2261244    0    0     0    68 4021 3036 100  0  0  0  0
 8  0    544 427248  89848 2261244    0    0     0     0 4104 2986 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0    544 427720  89848 2261244    0    0     0     0 4129 3001 100  0  0  0  0
 8  0    544 426864  89848 2261412    0    0     0     0 4112 2990 100  0  0  0  0
 8  0    544 427488  89848 2261244    0    0     0     0 4074 2906 100  0  0  0  0
 8  0    544 428220  89856 2261236    0    0     0    36 4121 3026 100  0  0  0  0
 8  0    544 429660  89856 2261244    0    0     0     0 4079 2919 100  0  0  0  0
 8  0    544 430664  89856 2261244    0    0     0     4 4107 2975 100  0  0  0  0
 8  0    544 431344  89856 2261244    0    0     0     0 4103 3004 100  0  0  0  0
 8  0    544 431892  89856 2261244    0    0     0     0 4092 3028 100  0  0  0  0
 8  0    544 432632  89864 2261236    0    0     0    28 4107 3160 100  0  0  0  0
 8  0    544 431996  89864 2261244    0    0     0     0 4175 3110 99  1  0  0  0
 8  0    544 433488  89864 2261244    0    0     0     0 4141 3005 100  0  0  0  0
 8  0    544 430004  89864 2261244    0    0     0     0 4115 3262 100  0  0  0  0
13  0    544 410928  89864 2261248    0    0    48     8 3956 2884 99  1  0  0  0
 8  0    544 435260  89872 2261480    0    0     0    76 5001 4304 98  2  0  0  0
 8  0    544 442352  89872 2261428    0    0    68     0 5174 6580 97  3  0  0  0
 8  0    544 442128  89872 2261504    0    0     0     0 4374 4559 99  1  0  0  0
 8  0    544 442128  89872 2261504    0    0     0     0 4178 4300 100  1  0  0  0
 8  0    544 442868  89872 2261504    0    0     0     0 4108 3130 100  0  0  0  0
 8  0    544 443780  89884 2261492    0    0     0    84 4131 3312 100  0  0  0  0
 9  0    544 445040  89884 2261504    0    0     0     0 4125 3025 100  0  0  0  0
 8  0    544 447016  89884 2261504    0    0     0     0 4081 2920 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0    544 447016  89884 2261504    0    0     0     4 4112 3287 99  1  0  0  0
 8  0    544 448696  89884 2261504    0    0     0     0 4118 3067 100  0  0  0  0
 8  0    544 449424  89892 2261496    0    0     0    12 4107 3083 100  0  0  0  0
 8  0    544 449436  89892 2261504    0    0     0     0 4069 2924 100  0  0  0  0
 8  0    544 450184  89892 2261504    0    0     0     0 4111 3006 100  0  0  0  0
 8  0    544 450628  89892 2261504    0    0     0   160 4148 3007 100  0  0  0  0
 8  0    544 450728  89892 2261508    0    0     0     0 4134 3020 100  0  0  0  0
 8  0    544 451096  89900 2261508    0    0     0    12 4141 3069 100  0  0  0  0
 8  0    544 451176  89900 2261508    0    0     0     0 4114 2945 100  0  0  0  0
 8  0    544 451176  89900 2261508    0    0     0     4 4115 2967 100  1  0  0  0
 8  0    544 451176  89900 2261508    0    0     0     0 4119 3091 100  0  0  0  0
10  0    544 451176  89900 2261508    0    0     0     0 4097 3016 100  0  0  0  0
 8  0    544 451176  89908 2261508    0    0     0    48 4104 3120 99  1  0  0  0
 8  0    544 450924  89908 2261508    0    0     0     0 4106 2975 100  0  0  0  0
10  0    544 450924  89908 2261508    0    0     0     0 4107 2948 100  0  0  0  0
 8  0    544 450924  89908 2261508    0    0     0     0 4111 3233 100  0  0  0  0
 8  0    544 450924  89908 2261508    0    0     0     0 4103 3020 100  0  0  0  0
 8  0    544 448576  89916 2261500    0    0   164    12 4215 3680 99  1  0  0  0
 8  0    544 448032  89916 2261744    0    0     0     0 4417 3822 99  2  0  0  0
 8  0    544 448032  89916 2261744    0    0     0     0 4127 3014 100  0  0  0  0
 8  0    544 448032  89916 2261744    0    0     0     0 4105 3041 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0    544 448032  89916 2261748    0    0     0    36 4096 3012 100  0  0  0  0
 8  0    544 448032  89928 2261736    0    0     0   116 4108 3263 99  1  0  0  0
 8  0    544 448032  89928 2261748    0    0     0     0 4116 3001 100  0  0  0  0
 8  0    544 448032  89928 2261748    0    0     0     0 4085 2879 100  0  0  0  0
 8  0    544 448032  89928 2261748    0    0     0     0 4098 3044 100  0  0  0  0
 8  0    544 448032  89928 2261748    0    0     0  1696 4293 2898 99  1  0  0  0
 8  0    544 447276  89936 2261748    0    0     0    56 4171 3229 99  1  0  0  0
 8  0    544 444768  89936 2261748    0    0     0     0 4171 3104 99  1  0  0  0
 8  0    544 444792  89936 2261748    0    0     0     0 4126 2944 100  0  0  0  0
 8  0    544 444540  89936 2261748    0    0     0     0 4126 3003 100  0  0  0  0
 8  0    544 444036  89936 2261748    0    0     0     8 4106 3013 100  0  0  0  0
 8  0    544 444036  89944 2261748    0    0     0    44 4131 3166 100  0  0  0  0
 8  0    544 444036  89952 2261740    0    0     0    28 4094 2946 100  1  0  0  0
 8  0    544 432028  90016 2262832    0    0  1112   132 4479 3592 98  2  0  0  0
 8  0    544 440112  90016 2262832    0    0     0     0 4086 2979 100  0  0  0  0
 1  0    544 3019892  90016 2260632    0    0     4     0 3999 4851 86  3 11  0  0
 1  0    544 3062124  90028 2260764    0    0   140   124 1787 4418  2  1 97  0  0
 0  0    544 3093772  90028 2261276    0    0     0     0 2158 3996  2  0 98  0  0
 0  0    544 3114680  90028 2261276    0    0     0     0 1676 3272  0  0 99  0  0
 0  0    544 3147040  90028 2261276    0    0     0     0 3182 5449  1  1 98  0  0
 0  0    544 3148148  90028 2261276    0    0     0     4 2223 3488  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0    544 3187180  90036 2261280    0    0     0    36 2266 3439  2  1 97  0  0
18  0    544 3247532  90036 2259156    0    0   272     0 2996 9875  7  4 89  0  0
 1  0    544 3271112  90036 2262048    0    0   116     4 3782 5797  9 12 79  0  0
 0  0    544 3305896  90036 2262048    0    0     0     0 2989 6293  2  1 97  0  0
