procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0  25680 615012  77816 1748912    0    0     0     0 4079 3077 92  8  0  0  0
 8  0  25680 775756  77816 1748912    0    0     0     0 4094 3182 93  7  0  0  0
 8  0  25680 686304  77816 1749088    0    0   192     0 4227 3941 94  7  0  0  0
 9  0  25680 509132  77824 1749100    0    0     0    64 4111 3265 98  2  0  0  0
 8  0  25680 471788  77844 1749088    0    0    32     0 4190 3358 95  6  0  0  0
 8  0  25680 475508  77848 1750320    0    0  1360    72 4206 3181 99  1  0  0  0
 8  0  25680 474524  77848 1750608    0    0   124     0 4142 3192 95  5  0  0  0
 8  0  25680 480172  77848 1750608    0    0     0     0 4284 4041 92  8  0  0  0
 8  0  25680 480172  77856 1750600    0    0     0    52 4110 3121 99  1  0  0  0
 8  0  25680 633640  77856 1750608    0    0     0     0 4105 3137 96  4  0  0  0
 8  0  25680 480424  77856 1750608    0    0     0     0 4081 3021 98  2  0  0  0
10  0  25680 480424  77856 1750608    0    0     0    48 3844 2888 99  1  0  0  0
 8  0  25680 467480  77868 1750596    0    0     4    56 4291 3634 95  5  0  0  0
 9  0  25680 467568  77868 1750612    0    0     0     0 4157 3196 100  0  0  0  0
 9  0  25680 467492  77868 1750612    0    0     0    16 4104 3225 99  1  0  0  0
 8  0  25680 470036  77868 1751128    0    0   540     0 4453 4134 98  2  0  0  0
 8  0  25680 469612  77868 1751372    0    0    84     0 4293 3526 99  1  0  0  0
26  0  25680 456104  77880 1751636    0    0   276   976 4302 3315 97  3  0  0  0
 8  0  25680 473320  77880 1751648    0    0     0     0 4268 3793 97  3  0  0  0
 8  0  25680 477908  77880 1751648    0    0     0     0 4198 3309 100  1  0  0  0
 8  0  25680 479024  77880 1751648    0    0   116     0 4169 3220 99  1  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0  25680 481876  77880 1751764    0    0     0     0 4126 3085 100  0  0  0  0
 8  0  25680 485124  77880 1751764    0    0     0     0 4102 3066 100  0  0  0  0
 8  0  25680 482664  77888 1751764    0    0     0    48 4326 4181 95  5  0  0  0
10  0  25680 484312  77888 1751764    0    0     0     0 4149 3116 100  0  0  0  0
 8  0  25680 486356  77888 1751764    0    0     0     0 4127 3167 100  0  0  0  0
 9  0  25680 488488  77888 1751764    0    0     0     0 4074 3089 100  0  0  0  0
 8  0  25680 489976  77888 1751764    0    0     0     0 4116 3006 100  0  0  0  0
 8  0  25680 481756  77896 1751756    0    0     0    16 4228 3842 95  5  0  0  0
 8  0  25680 481924  77896 1751764    0    0     0     0 4127 3146 100  0  0  0  0
 8  0  25680 482532  77896 1751764    0    0     0     0 4101 3021 100  0  0  0  0
 8  0  25680 482752  77896 1751764    0    0     0     0 4095 3076 100  0  0  0  0
 8  0  25680 483648  77896 1751764    0    0     0     0 4118 2968 100  0  0  0  0
 8  0  25680 482664  77904 1751756    0    0     0    16 4277 3817 95  5  0  0  0
 8  0  25680 482856  77904 1751768    0    0     0     0 4169 3386 100  0  0  0  0
 8  0  25680 483004  77904 1751768    0    0     0     0 4109 3020 100  1  0  0  0
 9  0  25680 483184  77904 1751768    0    0     0     4 4117 3157 100  0  0  0  0
 8  0  25680 484132  77904 1751768    0    0     0     0 4080 3027 100  0  0  0  0
28  0  25680 458596  77912 1751760    0    0     0   180 4180 3211 98  3  0  0  0
 8  0  25680 480792  77912 1751768    0    0     0     4 4186 3658 97  3  0  0  0
 8  0  25680 467560  77912 1751768    0    0     0     0 4171 3133 99  1  0  0  0
 8  0  25680 468504  77912 1751944    0    0   284    16 4421 4006 98  2  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  0  25680 464072  77912 1752056    0    0    36     0 4471 4048 98  2  0  0  0
 8  0  25680 468528  77912 1752092    0    0     0     0 4115 3003 100  0  0  0  0
 8  0  25680 467532  77924 1752092    0    0     0  1176 4540 4082 94  6  0  0  0
 8  0  25680 469644  77924 1752092    0    0     0     0 4108 3103 100  0  0  0  0
 8  0  25680 471360  77924 1752092    0    0     0     0 4104 3004 100  0  0  0  0
 8  0  25680 474408  77924 1752092    0    0     0     0 4104 2977 100  0  0  0  0
 8  0  25680 476600  77924 1752096    0    0     0     0 4107 3154 99  1  0  0  0
 8  0  25680 482240  77932 1752096    0    0     0    56 4308 4295 94  6  0  0  0
 8  0  25680 484120  77932 1752096    0    0     0     0 4150 3361 100  0  0  0  0
 8  0  25680 485712  77932 1752096    0    0     0     0 4121 3108 100  0  0  0  0
 8  0  25680 488336  77932 1752096    0    0     0     0 4111 2951 100  0  0  0  0
 8  0  25680 490008  77932 1752096    0    0     0     0 4114 3019 100  0  0  0  0
 8  0  25680 493348  77940 1752096    0    0     0    16 4356 3827 95  5  0  0  0
 8  0  25680 493116  77940 1752096    0    0     0     0 4111 3183 100  0  0  0  0
 8  0  25680 493116  77940 1752096    0    0     0     0 4130 3156 100  0  0  0  0
 9  0  25680 493116  77940 1752096    0    0     0     0 4100 3081 100  0  0  0  0
 8  0  25680 493052  77940 1752096    0    0     0     0 4107 2981 100  0  0  0  0
26  0  25680 476084  77948 1752096    0    0     0    16 4202 3384 97  3  0  0  0
 8  0  25680 489744  77948 1752096    0    0     0     0 4197 3542 98  2  0  0  0
 8  0  25680 489892  77948 1752096    0    0     0     0 4085 3054 100  0  0  0  0
 8  0  25680 490444  77948 1752096    0    0     0     0 4121 2989 100  0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  0  25680 490896  77948 1752096    0    0     0     0 4108 3019 100  0  0  0  0
 8  0  25680 491144  77980 1752072    0    0     0   120 4120 3099 100  0  0  0  0
 9  0  25680 484960  78052 1753920    0    0  2032    56 4495 4453 94  6  0  0  0
 9  0  25680 484492  78064 1754232    0    0   164    56 4310 3686 99  1  0  0  0
 9  0  25680 484596  78064 1754304    0    0     0     0 4390 3853 99  1  0  0  0
 8  0  25680 485072  78064 1754452    0    0    16     0 4184 3302 99  1  0  0  0
 8  0  25680 485396  78064 1754452    0    0     0     0 4137 3146 100  0  0  0  0
 8  0  25680 483720  78064 1754452    0    0     0     0 4293 4132 95  5  0  0  0
 8  0  25680 484120  78064 1754452    0    0     0     0 4113 3090 100  0  0  0  0
 8  0  25680 484540  78076 1754452    0    0     0    92 4038 2938 100  0  0  0  0
 8  0  25680 484896  78076 1754452    0    0     0     0 4108 3056 100  0  0  0  0
 8  0  25680 485264  78076 1754452    0    0     0    20 4176 3173 100  0  0  0  0
 8  0  25680 469900  78076 1754456    0    0     0     8 4289 3691 95  5  0  0  0
 8  0  25680 470128  78076 1754456    0    0     0     0 4133 3412 100  0  0  0  0
 8  0  25680 470128  78076 1754456    0    0     0     0 4135 3035 100  0  0  0  0
 1  0 110984 2945528  78084 1754436    0 85404     0 85444 3510 2768 69  7 24  0  0
 1  0 380504 2984528  78084 1754828    0 269256     0 269256 3083 2316  0 30 69  0  0
 1  0  25952 3586548  78108 1752364    0 58828    72 59012 2779 5176  3  9 88  0  0
 0  0  25952 3679840  78132 1752652    0    0   312     0 2680 4317  4  7 88  0  0
 0  0  25952 3689840  78132 1752652    0    0     0     0 1621 2737  1  0 99  0  0
 1  0  25952 3738900  78132 1752844    0    0   192     0 1605 2873  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  25952 3747652  78140 1753684    0    0   764    92 2656 8903  4  2 95  0  0
 0  0  25952 3752828  78140 1753688    0    0     0     0 1168 2385  0  0 99  0  0
 1  0  25952 3778424  78140 1754264    0    0   192     0 4865 12248 14 13 73  0  0
 0  0  25952 3789256  78140 1754512    0    0    56     0 6126 31085 29  5 66  0  0
